Idren	Year	GIC	Weigth	Sex	Mode	Age2+	Age4+	Age	Info	Status	Type	Count
F1NIx708	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx709	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx710	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx711	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx712	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx713	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx714	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx715	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
F1NIx716	1	F	NA	NI	D	0	0	0	NA	NA	NA	NA
V1Fx719	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx720	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx721	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx739	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx743	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx744	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx750	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx758	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx777	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx778	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx785	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx787	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx788	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx789	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx792	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx793	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx794	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx795	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx796	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx806	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx807	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx808	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx809	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx810	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx811	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx812	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx813	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx814	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx815	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx818	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx819	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1Fx820	1	V	NA	F	D	0	0	0	NA	NA	NA	NA
V1F101	1	V	4,9	F	P	0	0	0	NA	NA	NA	NA
V1F170	1	V	6,2	F	P	1	1	1	NA	NA	NA	NA
V1F220	1	V	5,7	F	P	1	1	1	NA	NA	NA	NA
V1F223	1	V	5,7	F	P	1	1	1	NA	NA	NA	NA
V1F352	1	V	5,5	F	P	1	1	1	NA	NA	NA	NA
V1F355	1	V	5,8	F	P	1	1	1	NA	NA	NA	NA
V1F357	1	V	6,7	F	P	1	1	1	NA	NA	NA	NA
V1F173	1	V	5,7	F	P	1	1	1	NA	NA	NA	NA
V1F337	1	V	5,6	F	P	1	1	1	NA	NA	NA	NA
V1F338	1	V	6,5	F	P	1	1	1	NA	NA	NA	NA
V1F247	1	V	5	F	P	2	2	2	NA	NA	NA	NA
V1F248	1	V	6	F	P	2	2	2	NA	NA	NA	NA
V1F299	1	V	6,7	F	P	2	2	2	NA	NA	NA	NA
V1F336	1	V	6,5	F	P	2	2	2	NA	NA	NA	NA
V1F351	1	V	5,5	F	P	2	2	2	NA	NA	NA	NA
V1F132	1	V	5,8	F	C	2	3	3	NA	NA	NA	NA
V1F221	1	V	6,1	F	P	2	4	4	NA	NA	NA	NA
V1F270	1	V	5,4	F	P	2	4	4	NA	NA	NA	NA
V1F333	1	V	7,5	F	P	2	4	4	NA	NA	NA	NA
V1F335	1	V	5,5	F	P	2	4	4	NA	NA	NA	NA
V1F243	1	V	7,4	F	P	2	4	5	NA	NA	NA	NA
V1F244	1	V	5,6	F	P	2	4	6	NA	NA	NA	NA
V1Mx717	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx740	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx741	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx742	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx745	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx746	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx747	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx748	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx779	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx780	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx781	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx782	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx783	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx791	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx797	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx798	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx799	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx800	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx801	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx802	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx803	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx804	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1Mx805	1	V	NA	M	D	0	0	0	NA	NA	NA	NA
V1M136	1	V	6,2	M	P	0	0	0	NA	NA	NA	NA
V1M341	1	V	6,4	M	C	1	1	1	NA	NA	NA	NA
V1M342	1	V	6,5	M	C	1	1	1	NA	NA	NA	NA
V1M334	1	V	7,3	M	P	1	1	1	NA	NA	NA	NA
V1M339	1	V	6,1	M	P	1	1	1	NA	NA	NA	NA
V1M340	1	V	7,2	M	P	1	1	1	NA	NA	NA	NA
V1M353	1	V	4,9	M	P	1	1	1	NA	NA	NA	NA
V1M219	1	V	8,2	M	P	1	1	1	NA	NA	NA	NA
V1M229	1	V	8,7	M	P	1	1	1	NA	NA	NA	NA
V1M231	1	V	7,4	M	P	1	1	1	NA	NA	NA	NA
V1M269	1	V	7,7	M	P	1	1	1	NA	NA	NA	NA
V1M304	1	V	7,4	M	P	1	1	1	NA	NA	NA	NA
V1M332	1	V	7,9	M	P	1	1	1	NA	NA	NA	NA
V1M115	1	V	7,5	M	P	2	2	2	NA	NA	NA	NA
V1M195	1	V	7	M	P	2	2	2	NA	NA	NA	NA
V1M246	1	V	7,8	M	P	2	2	2	NA	NA	NA	NA
V1M241	1	V	8	M	P	2	2	2	NA	NA	NA	NA
V1M266	1	V	7,5	M	P	2	2	2	NA	NA	NA	NA
V1M302	1	V	7,2	M	P	2	2	2	NA	NA	NA	NA
V1M354	1	V	5,5	M	P	2	2	2	NA	NA	NA	NA
V1M35	1	V	7,6	M	P	2	3	3	NA	NA	NA	NA
V1M212	1	V	10,4	M	P	2	3	3	NA	NA	NA	NA
V1M214	1	V	9,4	M	P	2	4	5	NA	NA	NA	NA
V1M227	1	V	8,5	M	P	2	4	5	NA	NA	NA	NA
V1M347	1	V	8,4	M	P	2	4	7	NA	NA	NA	NA
V1NIx722	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx723	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx724	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx725	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx726	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx727	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx728	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx729	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx730	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx731	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx732	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx733	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx734	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx735	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx736	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx737	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx738	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx751	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx752	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx753	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx754	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx755	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx756	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx759	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx760	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx761	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx762	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx763	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx764	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx765	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx766	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx767	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx768	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx769	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx770	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx771	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx772	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx773	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx774	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
V1NIx775	1	V	NA	NI	D	0	0	0	NA	NA	NA	NA
D2Fx1492	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1493	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1494	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1495	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1498	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1499	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1500	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1504	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1509	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1510	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1511	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1522	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1523	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1524	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1525	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1527	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1528	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1529	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1530	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1531	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1539	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1540	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1541	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2Fx1542	2	D	NA	F	D	0	0	0	NA	NA	NA	NA
D2F899	2	D	6,4	F	C	0	0	0	NA	NA	NA	NA
D2F661	2	D	6,6	F	C	0	0	0	1	NR	O	NA
D2F666	2	D	6,6	F	C	0	0	0	NA	NA	NA	NA
D2F667	2	D	6,6	F	C	0	0	0	NA	NA	NA	NA
D2F698	2	D	5	F	P	0	0	0	1	NR	O	NA
D2F697	2	D	4,6	F	P	0	0	0	1	NR	O	NA
D2F702	2	D	6,1	F	C	0	0	0	NA	NA	NA	NA
D2F703	2	D	5,9	F	C	0	0	0	1	NR	O	NA
D2F704	2	D	6,2	F	C	0	0	0	1	NR	O	NA
D2F705	2	D	6,8	F	C	0	0	0	1	NR	O	NA
D2F711	2	D	NA	F	C	0	0	0	NA	NA	NA	NA
D2F714	2	D	5,5	F	C	0	0	0	1	NR	O	NA
D2F715	2	D	5,5	F	C	0	0	0	1	NR	O	NA
D2F720	2	D	6,5	F	C	0	0	0	1	NR	O	NA
D2F722	2	D	6,8	F	C	0	0	0	1	NR	O	NA
D2F724	2	D	4,8	F	C	0	0	0	1	NR	O	NA
D2F725	2	D	4	F	C	0	0	0	1	NR	O	NA
D2F726	2	D	5,1	F	C	0	0	0	1	NR	O	NA
D2F729	2	D	7,4	F	R	0	0	0	1	NR	O	NA
D2F730	2	D	4,1	F	C	0	0	0	1	NR	O	NA
D2F735	2	D	6,5	F	C	0	0	0	NA	NA	NA	NA
D2F739	2	D	7,2	F	C	0	0	0	NA	NA	NA	NA
D2F741	2	D	6,4	F	C	0	0	0	1	NR	O	NA
D2F742	2	D	6,1	F	C	0	0	0	1	NR	O	NA
D2F753	2	D	5,2	F	C	0	0	0	NA	NA	NA	NA
D2F755	2	D	6,1	F	C	0	0	0	NA	NA	NA	NA
D2F756	2	D	5,4	F	C	0	0	0	NA	NA	NA	NA
D2F765	2	D	5,8	F	C	0	0	0	1	NR	O	NA
D2F767	2	D	4,2	F	C	0	0	0	1	NR	O	NA
D2F775	2	D	6	F	C	0	0	0	1	NR	O	NA
D2F787	2	D	4,3	F	P	0	0	0	1	NR	O	NA
D2F798	2	D	6,2	F	C	0	0	0	1	NR	O	NA
D2F793	2	D	5,4	F	P	0	0	0	1	NR	O	NA
D2F797	2	D	5,1	F	P	0	0	0	1	NR	O	NA
D2F795	2	D	5,5	F	P	0	0	0	1	NR	O	NA
D2F802	2	D	5,5	F	P	0	0	0	1	NR	O	NA
D2F807	2	D	8,3	F	P	0	0	0	NA	NA	NA	NA
D2F805	2	D	7,2	F	P	0	0	0	1	NR	O	NA
D2F823	2	D	5,4	F	C	0	0	0	1	NR	O	NA
D2F825	2	D	5	F	C	0	0	0	1	NR	O	NA
D2F838	2	D	5,7	F	P	0	0	0	1	NR	O	NA
D2F830	2	D	6	F	P	0	0	0	1	NR	O	NA
D2F369	2	D	5,9	F	P	1	1	1	NA	NA	NA	NA
D2F379	2	D	4,6	F	P	1	1	1	NA	NA	NA	NA
D2F380	2	D	6	F	P	1	1	1	NA	NA	NA	NA
D2F381	2	D	8	F	P	1	1	1	NA	NA	NA	NA
D2F384	2	D	6	F	P	1	1	1	NA	NA	NA	NA
D2F437	2	D	5,2	F	P	1	1	1	NA	NA	NA	NA
D2F442	2	D	5	F	P	1	1	1	NA	NA	NA	NA
D2F448	2	D	6,7	F	P	1	1	1	1	R	E	5
D2F481	2	D	3,9	F	P	1	1	1	1	R	E	5
D2F518	2	D	3,9	F	P	1	1	1	1	R	PI	NA
D2F538	2	D	5	F	P	1	1	1	1	NR	O	NA
D2F540	2	D	4,6	F	P	1	1	1	1	R	PI	NA
D2F536	2	D	5,5	F	P	1	1	1	1	R	E	2
D2F546	2	D	4,2	F	P	1	1	1	1	R	E	4
D2F548	2	D	6	F	P	1	1	1	1	R	E	6
D2F593	2	D	4,3	F	P	1	1	1	NA	NA	NA	NA
D2F600	2	D	6,1	F	P	1	1	1	1	R	E	6
D2F613	2	D	6,2	F	P	1	1	1	1	R	E	5
D2F841	2	D	6,8	F	P	1	1	1	1	NR	O	NA
D2F847	2	D	5,8	F	P	1	1	1	1	NR	O	NA
D2F849	2	D	6,3	F	P	1	1	1	1	NR	O	NA
D2F850	2	D	6,5	F	P	1	1	1	1	NR	O	NA
D2F856	2	D	5	F	C	1	1	1	1	NR	O	NA
D2F860	2	D	5,6	F	P	1	1	1	1	NR	O	NA
D2F859	2	D	5,5	F	P	1	1	1	1	NR	O	NA
D2F905	2	D	5,2	F	P	1	1	1	1	NR	O	NA
D2F909	2	D	5	F	P	1	1	1	NA	NA	NA	NA
D2F910	2	D	4,6	F	P	1	1	1	NA	NA	NA	NA
D2F908	2	D	6	F	P	1	1	1	1	NR	O	NA
D2F876	2	D	5,5	F	P	1	1	1	NA	NA	NA	NA
D2F878	2	D	6,5	F	P	1	1	1	NA	NA	NA	NA
D2F945	2	D	6,1	F	C	1	1	1	NA	NA	NA	NA
D2F922	2	D	5,7	F	P	1	1	1	1	NR	O	NA
D2F963	2	D	5,3	F	P	1	1	1	1	NR	O	NA
D2F964	2	D	4,9	F	P	1	1	1	1	NR	O	NA
D2F968	2	D	5,3	F	P	1	1	1	NA	NA	NA	NA
D2F979	2	D	6,3	F	C	1	1	1	1	NR	O	NA
D2F976	2	D	5,5	F	P	1	1	1	NA	NA	NA	NA
D2F993	2	D	6	F	P	1	1	1	NA	NA	NA	NA
D2F650	2	D	4,5	F	P	1	1	1	1	R	CP	6
D2F642	2	D	6	F	P	1	1	1	1	R	CP	5
D2F651	2	D	6,2	F	P	1	1	1	1	NR	O	NA
D2F664	2	D	6,6	F	C	1	1	1	NA	NA	NA	NA
D2F737	2	D	6,2	F	C	1	1	1	NA	NA	NA	NA
D2F745	2	D	7,2	F	C	1	1	1	1	NR	O	NA
D2F769	2	D	6,1	F	P	1	1	1	1	R	CP	4
D2F773	2	D	5	F	P	1	1	1	1	R	CP	4
D2F776	2	D	6,5	F	C	1	1	1	1	R	CP	4
D2F781	2	D	6,2	F	C	1	1	1	1	R	CP	4
D2F818	2	D	5,5	F	C	1	1	1	1	R	CP	4
D2F875	2	D	4,1	F	P	1	1	1	1	NR	O	NA
D2F962	2	D	6,1	F	P	1	1	1	1	NR	O	NA
D2F377	2	D	4,3	F	P	2	2	2	NA	NA	NA	NA
D2F386	2	D	7,4	F	C	2	2	2	1	R	E	7
D2F446	2	D	6,2	F	C	2	2	2	1	R	E	4
D2F480	2	D	4,7	F	P	2	2	2	1	R	E	4
D2F489	2	D	6	F	C	2	2	2	1	R	E	5
D2F539	2	D	6,3	F	P	2	2	2	1	R	E	3
D2F591	2	D	6,6	F	P	2	2	2	1	R	E	6
D2F641	2	D	5,2	F	P	2	2	2	1	R	CP	6
D2F663	2	D	6,6	F	C	2	2	2	NA	NA	NA	NA
D2F672	2	D	6,6	F	C	2	2	2	NA	NA	NA	NA
D2F717	2	D	7	F	C	2	2	2	1	R	CP	6
D2F763	2	D	6	F	C	2	2	2	NA	NA	NA	NA
D2F861	2	D	5,2	F	P	2	2	2	1	R	CP	5
D2F919	2	D	6,5	F	P	2	2	2	1	R	CP	5
D2F368	2	D	6,5	F	P	2	3	3	NA	NA	NA	NA
D2F440	2	D	6,2	F	P	2	3	3	1	R	E	6
D2F485	2	D	6,2	F	P	2	3	3	NA	NA	NA	NA
D2F486	2	D	6,5	F	P	2	3	3	1	R	E	5
D2F516	2	D	7,9	F	P	2	3	3	1	R	E	7
D2F547	2	D	6,5	F	P	2	3	3	1	R	E	7
D2F559	2	D	5,6	F	P	2	3	3	1	R	E	5
D2F630	2	D	6,9	F	P	2	3	3	1	R	CP	4
D2F654	2	D	6,3	F	C	2	3	3	1	R	CP	5
D2F736	2	D	5,8	F	C	2	3	3	NA	NA	NA	NA
D2F822	2	D	6,1	F	C	2	3	3	1	R	CP	1
D2F441	2	D	6,1	F	P	2	4	4	1	R	E	6
D2F449	2	D	6	F	P	2	4	4	NA	NA	NA	NA
D2F451	2	D	5,7	F	P	2	4	4	1	R	E	5
D2F482	2	D	5	F	P	2	4	4	1	R	E	3
D2F545	2	D	6,9	F	C	2	4	4	1	R	E	5
D2F626	2	D	5,6	F	P	2	4	4	1	R	CP	6
D2F652	2	D	6,2	F	P	2	4	4	1	R	CP	6
D2F452	2	D	5,2	F	P	2	4	5	1	R	E	5
D2F541	2	D	6,4	F	P	2	4	5	1	R	E	6
D2F595	2	D	6,2	F	P	2	4	5	1	R	E	6
D2F640	2	D	5,7	F	P	2	4	5	1	R	CP	6
D2F700	2	D	7,2	F	C	2	4	5	1	R	CP	4
D2F740	2	D	6,2	F	C	2	4	5	1	R	CP	6
D2F783	2	D	4,5	F	P	2	4	5	1	NR	O	NA
D2F370	2	D	5,9	F	P	2	4	6	NA	NA	NA	NA
D2F383	2	D	5,6	F	P	2	4	6	NA	NA	NA	NA
D2F512	2	D	6,8	F	P	2	4	6	1	R	E	6
D2Mx1496	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1497	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1501	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1502	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1503	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1507	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1508	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1519	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1520	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1521	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1526	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1537	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2Mx1538	2	D	NA	M	D	0	0	0	NA	NA	NA	NA
D2M718	2	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D2M710	2	D	NA	M	C	0	0	0	NA	NA	NA	NA
D2M900	2	D	7,5	M	C	0	0	0	NA	NA	NA	NA
D2M656	2	D	6,2	M	C	0	0	0	NA	NA	NA	NA
D2M659	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M662	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M665	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M669	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M670	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M675	2	D	5,2	M	C	0	0	0	NA	NA	NA	NA
D2M706	2	D	7,5	M	C	0	0	0	NA	NA	NA	NA
D2M707	2	D	7,3	M	C	0	0	0	NA	NA	NA	NA
D2M708	2	D	6,8	M	C	0	0	0	NA	NA	NA	NA
D2M709	2	D	6,2	M	C	0	0	0	NA	NA	NA	NA
D2M713	2	D	8,2	M	C	0	0	0	NA	NA	NA	NA
D2M716	2	D	7	M	C	0	0	0	NA	NA	NA	NA
D2M721	2	D	7,75	M	C	0	0	0	NA	NA	NA	NA
D2M723	2	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D2M728	2	D	7,3	M	C	0	0	0	NA	NA	NA	NA
D2M731	2	D	7,2	M	C	0	0	0	NA	NA	NA	NA
D2M732	2	D	9,4	M	C	0	0	0	NA	NA	NA	NA
D2M733	2	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D2M738	2	D	6,1	M	C	0	0	0	NA	NA	NA	NA
D2M743	2	D	7,2	M	P	0	0	0	NA	NA	NA	NA
D2M744	2	D	7,2	M	C	0	0	0	NA	NA	NA	NA
D2M746	2	D	6,4	M	C	0	0	0	NA	NA	NA	NA
D2M747	2	D	6,9	M	C	0	0	0	NA	NA	NA	NA
D2M754	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M757	2	D	6,6	M	C	0	0	0	NA	NA	NA	NA
D2M758	2	D	7,4	M	C	0	0	0	NA	NA	NA	NA
D2M759	2	D	7,5	M	P	0	0	0	NA	NA	NA	NA
D2M766	2	D	6,2	M	C	0	0	0	NA	NA	NA	NA
D2M760	2	D	6,4	M	P	0	0	0	NA	NA	NA	NA
D2M761	2	D	7,3	M	P	0	0	0	NA	NA	NA	NA
D2M764	2	D	6,3	M	P	0	0	0	NA	NA	NA	NA
D2M772	2	D	7,5	M	P	0	0	0	NA	NA	NA	NA
D2M771	2	D	6,5	M	P	0	0	0	NA	NA	NA	NA
D2M768	2	D	7	M	P	0	0	0	NA	NA	NA	NA
D2M770	2	D	6,7	M	P	0	0	0	NA	NA	NA	NA
D2M774	2	D	7,3	M	C	0	0	0	NA	NA	NA	NA
D2M777	2	D	7,5	M	C	0	0	0	NA	NA	NA	NA
D2M780	2	D	7,6	M	P	0	0	0	NA	NA	NA	NA
D2M778	2	D	6,8	M	P	0	0	0	NA	NA	NA	NA
D2M779	2	D	6,5	M	P	0	0	0	NA	NA	NA	NA
D2M788	2	D	7,2	M	P	0	0	0	NA	NA	NA	NA
D2M796	2	D	7,1	M	P	0	0	0	NA	NA	NA	NA
D2M804	2	D	7,8	M	P	0	0	0	NA	NA	NA	NA
D2M808	2	D	9	M	P	0	0	0	NA	NA	NA	NA
D2M816	2	D	8,2	M	C	0	0	0	NA	NA	NA	NA
D2M819	2	D	6,3	M	C	0	0	0	NA	NA	NA	NA
D2M820	2	D	7,6	M	C	0	0	0	NA	NA	NA	NA
D2M821	2	D	7,5	M	P	0	0	0	NA	NA	NA	NA
D2M826	2	D	5,7	M	C	0	0	0	NA	NA	NA	NA
D2M827	2	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D2M828	2	D	6,5	M	P	0	0	0	NA	NA	NA	NA
D2M829	2	D	7,5	M	P	0	0	0	NA	NA	NA	NA
D2M839	2	D	7,6	M	P	0	0	0	NA	NA	NA	NA
D2M840	2	D	6,6	M	P	0	0	0	NA	NA	NA	NA
D2M365	2	D	5,3	M	P	1	1	1	NA	NA	NA	NA
D2M366	2	D	6	M	P	1	1	1	NA	NA	NA	NA
D2M371	2	D	5	M	P	1	1	1	NA	NA	NA	NA
D2M373	2	D	5,4	M	P	1	1	1	NA	NA	NA	NA
D2M374	2	D	5,3	M	P	1	1	1	NA	NA	NA	NA
D2M376	2	D	8	M	P	1	1	1	NA	NA	NA	NA
D2M444	2	D	6,2	M	P	1	1	1	NA	NA	NA	NA
D2M445	2	D	6,5	M	C	1	1	1	NA	NA	NA	NA
D2M447	2	D	6,6	M	P	1	1	1	NA	NA	NA	NA
D2M450	2	D	6,2	M	P	1	1	1	NA	NA	NA	NA
D2M453	2	D	6,4	M	P	1	1	1	NA	NA	NA	NA
D2M484	2	D	6,4	M	P	1	1	1	NA	NA	NA	NA
D2M487	2	D	5,5	M	P	1	1	1	NA	NA	NA	NA
D2M488	2	D	5,7	M	P	1	1	1	NA	NA	NA	NA
D2M490	2	D	6	M	C	1	1	1	NA	NA	NA	NA
D2M513	2	D	5,5	M	P	1	1	1	NA	NA	NA	NA
D2M537	2	D	6,4	M	P	1	1	1	NA	NA	NA	NA
D2M544	2	D	6,7	M	C	1	1	1	NA	NA	NA	NA
D2M542	2	D	5,9	M	P	1	1	1	NA	NA	NA	NA
