"Parameter","Year","Age","ParamName","median","lCI","uCI"
"B.tot[10]",2013,NA,"B.tot",72,38,121
"B.tot[11]",2014,NA,"B.tot",68,41,103
"B.tot[12]",2015,NA,"B.tot",89,56,138
"B.tot[13]",2016,NA,"B.tot",129,83,196
"B.tot[14]",2017,NA,"B.tot",103,59,172
"B.tot[15]",2018,NA,"B.tot",102,64,163
"B.tot[16]",2019,NA,"B.tot",100,67,148
"B.tot[17]",2020,NA,"B.tot",58,33,99
"B.tot[18]",2021,NA,"B.tot",46,23,84
"B.tot[19]",2022,NA,"B.tot",41,13,89.125
"B.tot[1]",2004,NA,"B.tot",0,0,0
"B.tot[2]",2005,NA,"B.tot",67,49,91
"B.tot[3]",2006,NA,"B.tot",54,38,78
"B.tot[4]",2007,NA,"B.tot",43,26,66
"B.tot[5]",2008,NA,"B.tot",71,47,103
"B.tot[6]",2009,NA,"B.tot",46,30,67
"B.tot[7]",2010,NA,"B.tot",42,28,61
"B.tot[8]",2011,NA,"B.tot",126,92,175
"B.tot[9]",2012,NA,"B.tot",204,137,306
"B[1, 10]",2013,"0","B",0,0,0
"B[1, 11]",2014,"0","B",0,0,0
"B[1, 12]",2015,"0","B",0,0,0
"B[1, 13]",2016,"0","B",0,0,0
"B[1, 14]",2017,"0","B",0,0,0
"B[1, 15]",2018,"0","B",0,0,0
"B[1, 16]",2019,"0","B",0,0,0
"B[1, 17]",2020,"0","B",0,0,0
"B[1, 18]",2021,"0","B",0,0,0
"B[1, 19]",2022,"0","B",0,0,0
"B[1, 1]",2004,"0","B",0,0,0
"B[1, 2]",2005,"0","B",0,0,0
"B[1, 3]",2006,"0","B",0,0,0
"B[1, 4]",2007,"0","B",0,0,0
"B[1, 5]",2008,"0","B",0,0,0
"B[1, 6]",2009,"0","B",0,0,0
"B[1, 7]",2010,"0","B",0,0,0
"B[1, 8]",2011,"0","B",0,0,0
"B[1, 9]",2012,"0","B",0,0,0
"B[2, 10]",2013,"1","B",9,2,23
"B[2, 11]",2014,"1","B",6,1,16
"B[2, 12]",2015,"1","B",36,18,66
"B[2, 13]",2016,"1","B",69,37,122
"B[2, 14]",2017,"1","B",21,7,51
"B[2, 15]",2018,"1","B",13,3,39
"B[2, 16]",2019,"1","B",31,11,68
"B[2, 17]",2020,"1","B",21,8,44
"B[2, 18]",2021,"1","B",9,2,24
"B[2, 19]",2022,"1","B",10,1,34
"B[2, 1]",2004,"1","B",0,0,0
"B[2, 2]",2005,"1","B",6,2,12
"B[2, 3]",2006,"1","B",15,7,28
"B[2, 4]",2007,"1","B",13,5,25
"B[2, 5]",2008,"1","B",35,20,59
"B[2, 6]",2009,"1","B",8,2,18
"B[2, 7]",2010,"1","B",9,3,17
"B[2, 8]",2011,"1","B",90,61,132
"B[2, 9]",2012,"1","B",127,76.875,203
"B[3, 10]",2013,"2","B",33,14,64
"B[3, 11]",2014,"2","B",10,4,22
"B[3, 12]",2015,"2","B",7,2,18
"B[3, 13]",2016,"2","B",26,12,47
"B[3, 14]",2017,"2","B",47,23,88
"B[3, 15]",2018,"2","B",22,9,47
"B[3, 16]",2019,"2","B",10,2,23
"B[3, 17]",2020,"2","B",10,3,28
"B[3, 18]",2021,"2","B",14,4,31
"B[3, 19]",2022,"2","B",7,1,22
"B[3, 1]",2004,"2","B",0,0,0
"B[3, 2]",2005,"2","B",16,8,27
"B[3, 3]",2006,"2","B",6,2,11
"B[3, 4]",2007,"2","B",10,4,17
"B[3, 5]",2008,"2","B",14,7,23
"B[3, 6]",2009,"2","B",18,9,31
"B[3, 7]",2010,"2","B",7,3,14
"B[3, 8]",2011,"2","B",12,6,21
"B[3, 9]",2012,"2","B",52,32,85
"B[4, 10]",2013,"3","B",17,7,34
"B[4, 11]",2014,"3","B",28,14,50
"B[4, 12]",2015,"3","B",8,3,18
"B[4, 13]",2016,"3","B",4,1,11
"B[4, 14]",2017,"3","B",15,6,29
"B[4, 15]",2018,"3","B",39,20,71
"B[4, 16]",2019,"3","B",14,6,27
"B[4, 17]",2020,"3","B",3,0,10
"B[4, 18]",2021,"3","B",6,1,18
"B[4, 19]",2022,"3","B",8,1,23
"B[4, 1]",2004,"3","B",0,0,0
"B[4, 2]",2005,"3","B",23,13,38
"B[4, 3]",2006,"3","B",10,5,17
"B[4, 4]",2007,"3","B",3,0,6
"B[4, 5]",2008,"3","B",7,3,13
"B[4, 6]",2009,"3","B",7,2,13
"B[4, 7]",2010,"3","B",12,6,21
"B[4, 8]",2011,"3","B",6,2,13
"B[4, 9]",2012,"3","B",8,3,14
"B[5, 10]",2013,"4+","B",12,5,22
"B[5, 11]",2014,"4+","B",21,11,35
"B[5, 12]",2015,"4+","B",36,20,57
"B[5, 13]",2016,"4+","B",28,13,48
"B[5, 14]",2017,"4+","B",18,6,36
"B[5, 15]",2018,"4+","B",25,12,43
"B[5, 16]",2019,"4+","B",44,27,64
"B[5, 17]",2020,"4+","B",22,10,39
"B[5, 18]",2021,"4+","B",15,6,29
"B[5, 19]",2022,"4+","B",13,3,29
"B[5, 1]",2004,"4+","B",0,0,0
"B[5, 2]",2005,"4+","B",21,11,38
"B[5, 3]",2006,"4+","B",23,12,41
"B[5, 4]",2007,"4+","B",17,8,34
"B[5, 5]",2008,"4+","B",13,6,29
"B[5, 6]",2009,"4+","B",12,5,24
"B[5, 7]",2010,"4+","B",13,6,25
"B[5, 8]",2011,"4+","B",17,9,31
"B[5, 9]",2012,"4+","B",16,9,29
"Imm[10]",2013,NA,"Imm",2,0,34
"Imm[11]",2014,NA,"Imm",25,0,144
"Imm[12]",2015,NA,"Imm",173,37,445
"Imm[13]",2016,NA,"Imm",11,0,103
"Imm[14]",2017,NA,"Imm",3,0,43
"Imm[15]",2018,NA,"Imm",155,5,1349.125
"Imm[16]",2019,NA,"Imm",33,0,251
"Imm[17]",2020,NA,"Imm",8,0,102
"Imm[18]",2021,NA,"Imm",12,0,150
"Imm[19]",2022,NA,"Imm",0,0,0
"Imm[1]",2004,NA,"Imm",0,0,0
"Imm[2]",2005,NA,"Imm",4,0,48
