"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
1740;"2116";"10443";"S";"A";"MARTIN";2/6/2010 00:00:00;6;5.00;6;4.60;"F";"O";;;;;;;"7";"1";"O";1.00;"DENTS DE LAIT jeune";"CP";7;1
1741;"2163";"10363";"S";"T";"BERGERAT";8/6/2010 00:00:00;6;5.00;6;4.30;"M";;;;;;;;;;"O";0.00;;;;0
1742;"2168";"10363";"S";"T";"BERGERAT";8/6/2010 00:00:00;6;5.00;6;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1743;"2174";"10246";"S";"T";"BERGERAT";8/6/2010 00:00:00;6;5.00;6;5.00;"F";"N";"N";;;;;;;;"O";6.00;;;;6
1744;"2013";"10104";"S";"P";"MICHAUX";9/6/2010 00:00:00;6;5.00;6;3.40;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1745;"2100";"10181";"S";"A";"LASSAIGNES";10/6/2010 00:00:00;6;5.00;6;4.40;"F";"O";;;;;;;"4";;"O";1.00;;"CP";4;1
1746;"2109";"10246";"S";"P";"COFFINET";15/6/2010 00:00:00;6;5.00;6;2.70;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1747;"2106";"10443";"S";"A";"MARTIN";16/6/2010 00:00:00;6;5.00;6;5.50;"F";"O";;;;;;;"5";;"O";3.00;;"CP";5;3
1748;"2117";"10246";"S";"P";"COFFINET";18/6/2010 00:00:00;6;5.00;6;;"F";"N";;;;;;;;;"N";;"PAS DE RENARD analysé à la DSV";;;
1749;"2103";"10432";"S";"P";"THOMAS";20/6/2010 00:00:00;6;5.00;6;5.50;"M";;;;;;;;;;"O";1.00;;;;1
1750;"1984";"10331";"S";"T";"HAUMESSER";21/6/2010 00:00:00;6;5.00;6;4.70;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1751;"1985";"10331";"S";"T";"HAUMESSER";21/6/2010 00:00:00;6;5.00;6;2.60;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1752;"2118";"10331";"S";"G";"JOUOT";21/6/2010 00:00:00;6;5.00;6;4.70;"F";"O";;;;;;;"3";"1 ou 2";"O";3.00;;"CP";3;3
1753;"1747";"10158";"S";"A";"ANDRES";23/6/2010 00:00:00;6;5.00;6;5.30;"M";;;;;;;;;;"O";3.00;;;;3
1754;"2108";"10246";"S";"P";"COFFINET";23/6/2010 00:00:00;6;5.00;6;3.30;"F";"N";;;;;;;;;"O";0.00;;;;0
1755;"1869";"10437";"S";"T";"ROUSSELET";24/6/2010 00:00:00;6;5.00;6;2.90;"F";"N";;;;;;;;;"O";0.00;;;;0
1756;"1870";"10331";"S";"T";"DOSSOT";24/6/2010 00:00:00;6;5.00;6;2.60;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1757;"1871";"10181";"S";"T";"ROUSSELET";24/6/2010 00:00:00;6;5.00;6;5.00;"F";"O";;;;;;;"3";;"O";1.00;;"CP";3;1
1758;"1872";"10188";"S";"T";"ROUSSELET";24/6/2010 00:00:00;6;5.00;6;3.20;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1759;"2107";"10246";"S";"P";"COFFINET";24/6/2010 00:00:00;6;5.00;6;6.00;"M";;;;;;;;;;"O";6.00;;;;6
1760;"2179";"10158";"S";"P";"PIROIT";24/6/2010 00:00:00;6;5.00;6;5.40;"M";;;;;;;;;;"O";1.00;;;;1
1761;"1987";"10049";"S";"T";"HAUMESSER";25/6/2010 00:00:00;6;5.00;6;3.10;"M";;;;;;;;;;"O";0.00;"JEUNE PUTREFIE";;;0
1762;"1988";"10443";"S";"T";"HAUMESSER";25/6/2010 00:00:00;6;5.00;6;3.60;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1763;"2102";"10181";"S";"A";"GUILLON";25/6/2010 00:00:00;6;5.00;6;2.30;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1764;"2112";"10181";"S";"A";"GUILLON";25/6/2010 00:00:00;6;5.00;6;2.25;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1765;"2113";"10188";"S";"A";"PEPIN";25/6/2010 00:00:00;6;5.00;6;3.10;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1766;"2123";"10188";"S";"A";"PEPIN";25/6/2010 00:00:00;6;5.00;6;3.00;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1767;"2151";"10443";"S";"A";"MARTIN";25/6/2010 00:00:00;6;5.00;6;4.20;"M";;;;;;;;;;"O";0.00;;;;0
1768;"2129";"10158";"S";"A";"ANDRES";26/6/2010 00:00:00;6;5.00;6;2.00;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1769;"2133";"10158";"S";"A";"ANDRES";26/6/2010 00:00:00;6;5.00;6;2.30;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1770;"2101";"10188";"S";"A";"PEPIN";28/6/2010 00:00:00;6;5.00;6;3.25;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1771;"2111";"10443";"S";"P";"PEPIN";28/6/2010 00:00:00;6;5.00;6;2.10;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1772;"1986";"10049";"S";"T";"HAUMESSER";29/6/2010 00:00:00;6;5.00;6;2.90;"F";"N";;;;;;;;;"O";0.00;;;;0
1773;"2154";"10401";"B";"A";"CLEMENT";29/6/2010 00:00:00;6;5.00;6;4.80;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1774;"2128";"10181";"S";"A";"BERTON";30/6/2010 00:00:00;6;5.00;6;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1775;"1873";"10302";"S";"T";"DOSSOT";1/7/2010 00:00:00;7;5.00;6;3.10;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1776;"2149";"10443";"S";"P";"PEPIN";1/7/2010 00:00:00;7;5.00;6;4.50;"M";;;;;;;;;;"O";0.00;;;;0
1777;"2148";"10158";"S";"A";"ANDRES";2/7/2010 00:00:00;7;5.00;6;2.70;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1778;"2119";"10188";"S";"P";"PEPIN";3/7/2010 00:00:00;7;5.00;6;4.10;"M";;;;;;;;;;"O";1.00;;;;1
1779;"2120";"10188";"S";"A";"PEPIN";3/7/2010 00:00:00;7;5.00;6;6.10;"M";;;;;;;;;;"O";2.00;;;;2
1780;"2121";"10158";"S";"G";"JOUOT";4/7/2010 00:00:00;7;5.00;6;4.40;"F";"N";;;;;;;;;"O";1.00;;;;1
1781;"2127";"10443";"S";"P";"PEPIN";4/7/2010 00:00:00;7;5.00;6;2.50;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1782;"2147";"10443";"S";"P";"PEPIN";4/7/2010 00:00:00;7;5.00;6;2.50;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1783;"2146";"10188";"S";"A";"PEPIN";5/7/2010 00:00:00;7;5.00;6;2.80;"F";"N";;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1784;"1989";"10181";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;5.60;"M";;;;;;;;;;"O";4.00;;;;4
1785;"1990";"10246";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;3.70;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1786;"1991";"10443";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;3.70;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1787;"1992";"10443";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;3.10;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1788;"1993";"10049";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;5.40;"M";;;;;;;;;;"N";;;;;
1789;"1994";"10188";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;3.20;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1790;"1995";"10188";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;3.20;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1791;"1996";"10188";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;4.20;"M";;;;;;;;;;"O";0.00;;;;0
1792;"1997";"10188";"S";"T";"HAUMESSER";6/7/2010 00:00:00;7;5.00;6;5.50;"M";;;;;;;;;;"O";1.00;;;;1
1793;"2161";"10158";"S";"G";"JOUOT";6/7/2010 00:00:00;7;5.00;6;3.00;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1794;"2155";"10009";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;4.70;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1795;"2160";"10418";"S";"G";"TANREY";8/7/2010 00:00:00;7;5.00;6;4.85;"F";"N";"N";;;;;;;;"O";2.00;"DENTS DE LAIT jeune";;;2
1796;"2171";"10009";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;5.80;"M";;;;;;;;;;"O";3.00;;;;3
1797;"2172";"10009";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;2.90;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1798;"2175";"10034";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;3.70;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1799;"2176";"10296";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;5.60;"M";;;;;;;;;;"O";1.00;;;;1
1800;"2177";"10009";"S";"T";"CHASTRAGNAT";8/7/2010 00:00:00;7;5.00;6;5.80;"M";;;;;;;;;;"O";1.00;;;;1
1801;"2181";"10045";"B";"P";"CARRIC";9/7/2010 00:00:00;7;5.00;6;;"NI";"N";;;;;;;;;"N";;"EQUARRISSAGE";;;
1802;"2126";"10443";"S";"P";"PEPIN";10/7/2010 00:00:00;7;5.00;6;2.80;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1803;"2178";"10401";"B";"A";"CLEMENT";10/7/2010 00:00:00;7;5.00;6;3.50;"M";;;;;;;;;;"O";0.00;"JEUNE PUTREFIE";;;0
1804;"2152";"10443";"S";"A";"MARTIN";11/7/2010 00:00:00;7;5.00;6;4.10;"M";;;;;;;;;;"N";;;;;
1805;"1998";"10302";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;4.00;"M";;;;;;;;;;"O";0.00;;;;0
1806;"1999";"10158";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;3.10;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1807;"2009";"10302";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;3.70;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1808;"2010";"10188";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;4.50;"M";;;;;;;;;;"O";0.00;;;;0
1809;"2011";"10181";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;2.40;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1810;"2125";"10188";"S";"A";"PEPIN";12/7/2010 00:00:00;7;5.00;6;3.20;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1811;"2001bis";"10437";"S";"T";"HAUMESSER";12/7/2010 00:00:00;7;5.00;6;4.20;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1812;"2124";"10331";"S";"G";"JOUOT";14/7/2010 00:00:00;7;5.00;6;3.75;"M";;;;;;;;;;"O";0.00;;;;0
1813;"2122";"10181";"S";"A";"GUILLON";16/7/2010 00:00:00;7;5.00;6;6.50;"M";;;;;;;;;;"O";7.00;;;;7
1814;"2137";"10443";"S";"A";"MARTIN";21/7/2010 00:00:00;7;5.00;6;5.20;"M";;;;;;;;;;"O";0.00;;;;0
1815;"1782";"10188";"S";"T";"BARTH";22/7/2010 00:00:00;7;5.00;6;7.30;"M";;;;;;;;;;"O";4.00;;;;4
1816;"1793";"10331";"S";"T";"BARTH";22/7/2010 00:00:00;7;5.00;6;4.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1817;"2000";"10363";"S";"T";"HAUMESSER";22/7/2010 00:00:00;7;5.00;6;4.50;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1818;"2182";"10158";"S";"T";"BARTH";22/7/2010 00:00:00;7;5.00;6;4.50;"M";;;;;;;;;;"O";1.00;;;;1
1819;"2141";"10246";"S";"A";"COFFINET";24/7/2010 00:00:00;7;5.00;6;4.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1820;"2183";"10009";"S";"P";"VIARDOT";24/7/2010 00:00:00;7;5.00;6;3.90;"F";"N";"N";;;;;;;;"O";0.00;"JEUNE";;;0
1821;"2184";"10009";"S";"P";"VIARDOT";24/7/2010 00:00:00;7;5.00;6;3.60;"F";"N";"N";;;;;;;;"O";0.00;"JEUNE";;;0
1822;"2185";"10213";"B";"P";"THIERRY";26/7/2010 00:00:00;7;5.00;6;4.50;"M";;;;;;;;;;"O";0.00;"JEUNE";;;0
1823;"2187";"10401";"B";"G";"CLEMENT";27/7/2010 00:00:00;7;5.00;6;3.90;"M";;;;;;;;;;"O";0.00;"JEUNE";;;0
1824;"2007 bis";"10188";"S";"T";"HAUMESSER";27/7/2010 00:00:00;7;5.00;6;4.50;"M";;;;;;;;;;"O";0.00;;;;0
1825;"2223";"10401";"B";"G";"CLEMENT";28/7/2010 00:00:00;7;5.00;6;6.00;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1826;"2054";"10034";"S";"T";"BERGERAT";29/7/2010 00:00:00;7;5.00;6;5.00;"M";;;;;;;;;;"O";1.00;;;;1
1827;"2055";"10158";"S";"T";"BERGERAT";29/7/2010 00:00:00;7;5.00;6;3.00;"F";"N";;;;;;;;;"O";0.00;;;;0
1828;"2057";"10034";"S";"T";"BERGERAT";29/7/2010 00:00:00;7;5.00;6;4.50;"F";"N";;;;;;;;;"O";1.00;;;;1
1829;"2140";"10437";"S";"V";"MENDOZA";29/7/2010 00:00:00;7;5.00;6;3.90;"M";;;;;;;;;;"O";0.00;;;;0
1830;"2232";"10181";"S";"T";"BERGERAT";29/7/2010 00:00:00;7;5.00;6;5.70;"F";"N";;;;;;;;;"O";1.00;;;;1
1831;"2139";"10158";"S";"G";"JOUOT";1/8/2010 00:00:00;8;5.00;6;3.10;"M";;;;;;;;;;"O";0.00;;;;0
1832;"2230";"10399";"S";"A";"SOTTAS";1/8/2010 00:00:00;8;5.00;6;3.60;"M";;;;;;;;;;"O";0.00;;;;0
1833;"2231";"10399";"S";"A";"SOTTAS";1/8/2010 00:00:00;8;5.00;6;6.00;"M";;;;;;;;;;"O";2.00;;;;2
1834;"2153";"10232";"B";"A";"RIVIERE";2/8/2010 00:00:00;8;5.00;6;6.60;"M";;;;;;;;;;"O";2.00;;;;2
1835;"2186";"10232";"B";"A";"RIVIERE";2/8/2010 00:00:00;8;5.00;6;5.15;"M";;;;;;;;;;"O";1.00;;;;1
1836;"2229";"10418";"S";"G";"TANREY";2/8/2010 00:00:00;8;5.00;6;3.30;"F";"N";;;;;;;;;"O";0.00;;;;0
1837;"2242";"10418";"S";"G";"TANREY";2/8/2010 00:00:00;8;5.00;6;3.70;"F";"N";;;;;;;;;"O";0.00;;;;0
1838;"2200";"10055";"S";"A";"RIVIERE";4/8/2010 00:00:00;8;5.00;6;5.30;"M";;;;;;;;;;"O";1.00;;;;1
1839;"1874";"10181";"S";"T";"DOSSOT";5/8/2010 00:00:00;8;5.00;6;4.50;"F";"N";;;;;;;;;"O";1.00;;;;1
1840;"1875";"10009";"S";"T";"DOSSOT";5/8/2010 00:00:00;8;5.00;6;6.25;"M";;;;;;;;;;"O";1.00;;;;1
1841;"2228";"10418";"S";"G";"TANREY";5/8/2010 00:00:00;8;5.00;6;3.60;"F";"N";;;;;;;;;"O";0.00;;;;0
1842;"2188";"10443";"S";"A";"MARTIN";7/8/2010 00:00:00;8;5.00;6;5.60;"M";;;;;;;;;;"O";1.00;;;;1
1843;"2290";"10009";"S";"V";"MENDOZA";10/8/2010 00:00:00;8;5.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
1844;"2189";"10158";"S";"G";"JOUOT";11/8/2010 00:00:00;8;5.00;6;4.10;"F";"N";;;;;;;;;"O";0.00;;;;0
1845;"2198";"10055";"S";"A";"RIVIERE";12/8/2010 00:00:00;8;5.00;6;5.80;"M";;;;;;;;;;"O";1.00;;;;1
1846;"2234";"10009";"S";"T";"BERGERAT";12/8/2010 00:00:00;8;5.00;6;5.30;"M";;;;;;;;;;"N";;"BALLE DE GUEULE";;;
1847;"2235";"10363";"S";"T";"BERGERAT";12/8/2010 00:00:00;8;5.00;6;3.40;"F";"N";;;;;;;;;"O";5.00;"Jeune";;;5
1848;"2236";"10034";"S";"T";"BERGERAT";12/8/2010 00:00:00;8;5.00;6;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1849;"2240";"10034";"S";"T";"BERGERAT";12/8/2010 00:00:00;8;5.00;6;6.30;"M";;;;;;;;;;"O";1.00;;;;1
1850;"2192";"10358";"S";"P";"PHILBERT";13/8/2010 00:00:00;8;5.00;6;4.35;"M";;;;;;;;;;"O";1.00;;;;1
1851;"2104";"10432";"S";"C";"BERTON";15/8/2010 00:00:00;8;5.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1852;"2105";"10432";"S";"C";"CHARLOT";15/8/2010 00:00:00;8;5.00;6;5.55;"M";;;;;;;;;;"O";0.00;;;;0
1853;"2012";"10181";"S";"T";"HAUMESSER";17/8/2010 00:00:00;8;5.00;6;4.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1854;"2005 bis";"10188";"S";"T";"HAUMESSER";17/8/2010 00:00:00;8;5.00;6;5.10;"M";;;;;;;;;;"O";0.00;;;;0
1855;"2006 bis";"10181";"S";"T";"HAUMESSER";17/8/2010 00:00:00;8;5.00;6;4.45;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1856;"2190";"10432";"S";"C";"HOLZER";22/8/2010 00:00:00;8;5.00;6;7.00;"M";;;;;;;;;;"N";;"BALLE DE GUEULE";;;
1857;"1876";"10296";"S";"T";"DOSSOT";24/8/2010 00:00:00;8;5.00;6;4.55;"M";;;;;;;;;;"O";1.00;;;;1
1858;"2274";"10022";"S";"T";"HAUMESSER";24/8/2010 00:00:00;8;5.00;6;;"NI";"N";;;;;;;;;"N";;"Cadavre NON RETROUVE";;;
1859;"2002 bis";"10302";"S";"T";"HAUMESSER";24/8/2010 00:00:00;8;5.00;6;4.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1860;"2003 bis";"10009";"S";"T";"HAUMESSER";24/8/2010 00:00:00;8;5.00;6;3.80;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1861;"2004 bis";"10022";"S";"T";"HAUMESSER";24/8/2010 00:00:00;8;5.00;6;6.15;"M";;;;;;;;;;"O";1.00;;;;1
1862;"2273";"10427";"B";"P";"COURTOT";25/8/2010 00:00:00;8;5.00;6;3.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1863;"2194";"10188";"S";"A";"PEPIN";26/8/2010 00:00:00;8;5.00;6;4.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1864;"2272";"10188";"S";"T";"HAUMESSER";27/8/2010 00:00:00;8;5.00;6;;"M";;;;;;;;;;"N";;"EQUARRISSAGE";;;
1865;"2034";"10418";"S";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;7.20;"M";;;;;;;;;;"O";4.00;;;;4
1866;"2035";"10296";"S";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1867;"2036";"10296";"S";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;4.60;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1868;"2037";"10181";"S";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;6.10;"F";"N";"N";;;;;;;;"O";5.00;;;;5
1869;"2038";"10034";"B";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;6.10;"M";;;;;;;;;;"O";1.00;;;;1
1870;"2056";"10418";"S";"T";"BERGERAT";2/9/2010 00:00:00;9;5.00;6;5.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1871;"2243";"10009";"S";"P";"VIARDOT";5/9/2010 00:00:00;9;5.00;6;3.90;"M";;;;;;;;;;"O";0.00;;;;0
1872;"2244";"10358";"S";"P";"PHILBERT";6/9/2010 00:00:00;9;5.00;6;4.10;"M";;;;;;;;;;"O";0.00;;;;0
1873;"2245";"10358";"S";"P";"PHILBERT";6/9/2010 00:00:00;9;5.00;6;4.10;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1874;"2246";"10418";"S";"G";"TANREY";7/9/2010 00:00:00;9;5.00;6;5.10;"M";;;;;;;;;;"O";2.00;;;;2
1875;"2271";"10427";"B";"P";"COURTOT";8/9/2010 00:00:00;9;5.00;6;4.00;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1876;"1877";"10296";"S";"T";"DOSSOT";9/9/2010 00:00:00;9;5.00;6;3.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1877;"1878";"10009";"S";"T";"BAZIN";9/9/2010 00:00:00;9;5.00;6;6.20;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1878;"1879";"10009";"S";"T";"BAZIN";9/9/2010 00:00:00;9;5.00;6;6.80;"M";;;;;;;;;;"O";1.00;;;;1
1879;"1880";"10188";"S";"T";"BAZIN";9/9/2010 00:00:00;9;5.00;6;4.20;"M";;;;;;;;;;"O";0.00;;;;0
1880;"2247";"10399";"S";"R";"SOTTAS";11/9/2010 00:00:00;9;5.00;6;;"NI";"N";;;;;;;;;"N";;"PUTREFIE";;;
1881;"2248";"10427";"B";"P";"COURTOT";14/9/2010 00:00:00;9;5.00;6;3.40;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1882;"2275";"10181";"S";"T";"HAUMESSER";14/9/2010 00:00:00;9;5.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1883;"2276";"10188";"S";"T";"HAUMESSER";14/9/2010 00:00:00;9;5.00;6;5.00;"M";;;;;;;;;;"O";1.00;;;;1
1884;"2277";"10302";"S";"T";"HAUMESSER";14/9/2010 00:00:00;9;5.00;6;4.70;"M";;;;;;;;;;"N";;;;;
1885;"2289";"10181";"S";"T";"HAUMESSER";14/9/2010 00:00:00;9;5.00;6;4.80;"M";;;;;;;;;;"O";0.00;;;;0
1886;"1785";"10188";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;6.25;"M";;;;;;;;;;"O";1.00;;;;1
1887;"1786";"10022";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;4.45;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1888;"1787";"10009";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1889;"1788";"10009";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;5.60;"M";;;;;;;;;;"O";0.00;;;;0
1890;"1789";"10188";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;5.60;"M";;;;;;;;;;"N";;;;;
1891;"1791";"10009";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1892;"2249";"10437";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;4.65;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1893;"2270";"10188";"S";"T";"BARTH";16/9/2010 00:00:00;9;5.00;6;;"NI";"N";;;;;;;;;"N";;"Cadavre NON RETROUVE";;;
1894;"2278";"10246";"S";"T";"HAUMESSER";23/9/2010 00:00:00;9;5.00;6;5.15;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1895;"2279";"10181";"S";"T";"HAUMESSER";23/9/2010 00:00:00;9;5.00;6;5.75;"M";;;;;;;;;;"O";0.00;;;;0
1896;"2280";"10331";"S";"T";"HAUMESSER";23/9/2010 00:00:00;9;5.00;6;6.60;"M";;;;;;;;;;"N";;;;;
1897;"2199";"10232";"B";"P";"RIVIERE";25/9/2010 00:00:00;9;5.00;6;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1898;"2257";"10069";"B";"P";"PICART";25/9/2010 00:00:00;9;5.00;6;6.20;"M";;;;;;;;;;"O";2.00;;;;2
1899;"2256";"10215";"B";"C";"MAREY";26/9/2010 00:00:00;9;5.00;6;6.90;"M";;;;;;;;;;"O";0.00;;;;0
1900;"2258";"10215";"B";"C";"MAREY";26/9/2010 00:00:00;9;5.00;6;5.40;"F";"N";"N";;;;;;;;"N";;;;;
1901;"2353";"10358";"S";"P";"PHILBERT";26/9/2010 00:00:00;9;5.00;6;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1902;"2254";"10213";"B";"P";"MOTTARD";29/9/2010 00:00:00;9;5.00;6;5.70;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1903;"2255";"10213";"B";"P";"MOTTARD";29/9/2010 00:00:00;9;5.00;6;5.40;"F";"N";"N";;;;;;;;"O";3.00;;;;3
1904;"2253";"10069";"B";"P";"PICART";30/9/2010 00:00:00;9;5.00;6;4.85;"M";;;;;;;;;;"O";0.00;;;;0
1905;"2252";"10069";"B";"P";"PICART";1/10/2010 00:00:00;10;6.00;6;4.90;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1906;"2354";"10358";"S";"C";"CHASTRAGNAT";2/10/2010 00:00:00;10;6.00;6;5.35;"M";;;;;;;;;;"O";0.00;;;;0
1907;"2250";"10215";"B";"C";"MAREY";3/10/2010 00:00:00;10;6.00;6;6.50;"M";;;;;;;;;;"O";1.00;;;;1
1908;"2251";"10215";"B";"C";"MAREY";3/10/2010 00:00:00;10;6.00;6;5.00;"F";"N";"N";;;;;;;;"O";2.00;;;;2
1909;"2041";"10358";"S";"T";"BERGERAT";5/10/2010 00:00:00;10;6.00;6;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1910;"2042";"10363";"S";"T";"BERGERAT";5/10/2010 00:00:00;10;6.00;6;4.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1911;"2046";"10443";"S";"T";"CHASTRAGNAT";5/10/2010 00:00:00;10;6.00;6;7.10;"M";;;;;;;;;;"O";0.00;;;;0
1912;"2047";"10188";"S";"T";"CHASTRAGNAT";5/10/2010 00:00:00;10;6.00;6;6.60;"F";"N";"N";;;;;;;;"O";4.00;;;;4
1913;"2052";"10034";"S";"R";;5/10/2010 00:00:00;10;6.00;6;4.00;"F";"N";"N";;;;;;;;"O";1.00;;;;1
